TLM International Inc.,,,,,,,
Inventory Availability,,,,,,,
  ,,,,,,,
Part,Description,"On
Hand",Allocated,Available,"Available
to Pick","On
Order",Committed
PE4500-60,"Crown PE 4500, Used Condition",2,0,2,2,0,0
Pick up order,Pick up,0,0,0,0,0,0
Power-Cable,Power cable,0,0,0,0,0,0
RC3020-40,"Crown Forklift (Used Condition) , Model RC3020-40",0,0,0,0,0,0
RC5535-30,"Crown Forklift (Used Condition) , Model RC5540-40",8,0,8,8,0,0
RC5540-40,"Crown Forklift (Used Condition) , Model RC5540-40",5,0,5,5,0,0
RC5540-40TT208,"Crown Forklift (Used Condition) , Model RC5540-40TT208",6,0,6,6,0,0
RC5545-40,Crown Forklift (Used Condition),2,0,2,2,0,0
RENEWED-WH-DR-966,DR-966 Renewed units,0,0,0,0,0,0
RR5725-45,"Crown Forklift (Used Condition) , Model RR5725-45",1,0,1,1,0,0
RT 4020-45,Crown Forklift Model Number RT 4020-45,0,0,0,0,0,0
RTN-SH-LABEL,Return Shipping Label,562,0,562,562,0,0
RTN-UPS-HTRFAN,Return Shipping Label - For Heater & Fan,472,0,472,472,0,0
RTN-UPS-MOBILITY,Return Shipping Label - For Scooter & Wheelchair,935,0,935,935,0,0
RTN-UPS-OVS,Return Shipping Label - For Oversized Item,992,0,992,992,0,0
S-Power,"Maztang S-Power Abdominal Exerciser, Black",2,0,2,2,0,0
Service,Serviced Unit,101,0,101,101,0,0
ShutterSeal,Shutter Seal for our Shutter Fans,7,0,7,7,0,0
SOLAX-BU,"Solax Mobie Scooter, Blue",0,0,0,0,0,0
SOLAX-BU-OB,"Solax Mobie Scooter, Blue (Open Box)",0,0,0,0,0,0
SOLAX-BU-ORG-OB,"Solax Mobie Scooter, Blue (Open Box) (Older Model)",2,0,2,2,0,0
SOLAX-R,"Solax Mobie Scooter, Red",0,0,0,0,0,0
SOLAX-TRVLCASE,Travel Case for SOLAX Mobie scooter,2,0,2,2,0,0
SOLAX-W,"Solax Mobie Scooter, White",0,0,0,0,0,0
SP-1100HP-CB,Circuit Board for Pool Heat Pump DR-1100HP,0,0,0,0,0,0
SP-1100HP-CNTLR,Controller for Pool Heat Pump DR-1100HP,0,0,0,0,0,0
SP-1100HP-INVERT,Inverter Board for Pool Heat Pump DR-1100HP,0,0,0,0,0,0
SP-11024-CONT,DR-PS11024 Contactor,0,0,0,0,0,0
SP-11524-CONT,DR-PS11524 Contactor,30,0,30,30,0,0
SP-11524-MOTOR,Motor replacement for DR-PS11524,0,0,0,0,0,0
SP-1400HP-CNTLR,Controller for Pool Heat Pump DR-1400HP,1,0,1,1,0,0
SP-16HVLS-BLADE,"BLADE FOR 16"" HVLS BLDC FAN",0,0,0,0,0,0
SP-16HVLS-MOTOR,"MOTOR FOR 16"" HVLS BLDC FAN",0,0,0,0,0,0
SP-218-HT-E,Heating Element for DR-218-1500W,0,0,0,0,0,0
SP-218-TH-CNTRL,"THERMOSTAT CONTROL FOR DR-218-1500W, DR-218-3000W, DR-PS11024 , DR-PS11524, DR-910M",46,0,46,46,0,0
SP-238-CB,Control Board for DR-238,338,0,338,338,0,0
SP-238-MOUNT24,Mounting Brackets for DR-238  (2024 Version),365,0,365,365,0,0
SP-239-CB,Control Board for DR-239,7,0,7,7,0,0
SP-24-60DC-WHL-A,"Wheel (male) for ILG8M24-60DC, Wheel A",0,0,0,0,0,0
SP-24-60DC-WHL-B,"Wheel (female) for ILG8M24-60DC, Wheel B",0,0,0,0,0,0
SP-24-70-LEG,Leg for ILG8M24-70EC,0,0,0,0,0,0
SP-255-BACKREST-KNOB,ILG-255 Backrest Adjustment Knob,0,0,0,0,0,0
SP-255-BACKWHEEL-L,Left-side Back Wheel with Motor for ILG-255,5,0,5,5,0,0
SP-255-BACKWHEEL-R,Right-side Back Wheel with Motor for ILG-255,5,0,5,5,0,0
SP-255-BATTERY,Battery for ILG-255,0,0,0,0,0,0
SP-255-CHARGER,Charger for Power Wheelchair ILG-255,3,0,3,3,0,0
SP-255-FNTWHEEL,Front Wheel for ILG-255,1,0,1,1,0,0
SP-255-MOUNTBRKT,Mounting Bracket for ILG-255,2,0,2,2,0,0
SP-268-PROBE,Temperature (Thermal) Probe for DR-268,0,0,0,0,0,0
SP-298-BASE,Baseplate for DR-298,1,0,1,1,0,0
SP-298-BOTTOMCVR,Bottom Cover of the Base for DR-298,0,0,0,0,0,0
SP-298-KNOB,Knob to secure the Base of DR-298,9,0,9,9,0,0
SP-301-PANELPLATE,"Panel Plate for ILG8SF301, ILG8SF301A",0,0,0,0,0,0
SP-301-SOLARPANEL,"Solar Panel Replacement for ILG8SF301, ILG8SF301A",0,0,0,0,0,0
SP-338-CB,Control Board for DR-338,29,0,29,29,0,0
SP-338-SOCKET-BRACKET,Brackets for Socket on Tripod for DR-338,0,0,0,0,0,0
SP-368-BRACKET,DR-368 Protection bracket,0,0,0,0,0,0
SP-368-BRKT-U,U-shaped Bracket for DR-368,40,0,40,40,0,0
SP-368-CONVERT,DR-368 CONVERSION PACKAGE,0,0,0,0,0,0
SP-368-HEATER,DR-368 HEATER,0,0,0,0,0,0
SP-368-PLASTICOV,"Plastic Covers for DR-368 , 1 full set",27,0,27,27,0,0
SP-368-TRIPOD-HW,Tripod-Mounted Installation Hardware for DR-368,86,0,86,86,0,0
SP-891-BPB,"DR-968, ILG-918  Back Power Board  (Pre-2024 Version)",473,0,473,473,0,0
SP-891-BPB-V24,DR-968  Back Power Board (2024 Version),0,0,0,0,0,0
SP-891-FCB,"DR-968, ILG-918  Front Controller Board  (Pre-2024 Version)",332,0,332,332,0,0
SP-891-FCB-V24,DR-968  Front Control Board (2024 Version),49,0,49,49,0,0
SP-893-BPB,DR-998 Back Power Board,125,0,125,125,0,0
SP-893-FCB,DR-998 Front Controller Board,79,0,79,79,0,0
SP-896-BPB,DR-999 Back Power Board,0,0,0,0,0,0
SP-896-FCB,DR-999 Front Controller Board,46,0,46,46,0,0
SP-910-CONTACTOR,Contactor for DR-910F,34,0,34,34,0,0
SP-910-TOPCVR,TOP COVER FOR DR-910F,0,0,0,0,0,0
SP-968-OUTLET,Outlet Frame of DR-968,0,0,0,0,0,0
SP-968H-OUTLET,Outlet Frame of DR-968H,0,0,0,0,0,0
SP-975-CONTACTOR,Contactor for DR-975 (35A),1,0,1,1,0,0
SP-978-FLTRMESH,Fliter Mesh for DR-978,16,0,16,16,0,0
SP-978-FNTCOVER,Front Cover of  DR-978,0,0,0,0,0,0
SP-978-LEG,Legs for DR-978,30,0,30,30,0,0
SP-978-OUTLET,Outlet Frame of DR-978,7,0,7,7,0,0
SP-978-PTC,PTC Heating Element for DR-978,1,0,1,1,0,0
SP-991-TANK,Water Tank replacement for DR-991,0,0,0,0,0,0
SP-998-OSC,DR-998 Oscillation Motor,80,0,80,80,0,0
SP-AIRFLT,"Back filter for DR-968, DR-968H, DR-998, DR-999, ILG-918",159,0,159,159,0,0
SP-ARMPAD-255A,Arm pad cushion for ILG-255A,3,0,3,3,0,0
SP-ARMREST,Armrests for i3 and V8 scooter,130,0,130,130,0,0
SP-BASE-20-15,The Base Stand of ILG8E20-15,0,0,0,0,0,0
SP-BCK-GRI-OSC20,Rear Grille for ILG8EOSC20,0,0,0,0,0,0
SP-BGSKT-WOODEN,"Background sticker for wooden heater - 968, 968H, 998",7,0,7,7,0,0
SP-BLADE-10V,"Blade Replacement For 10 Inches Shutter Fan ILG8SF10V, ILG8SF10VC, ILG8SF10V-T",18,0,18,18,0,0
SP-BLADE-12V,"Blade Replacement For 12 Inches Shutter Fan ILG8SF12V, ILG8SF12VC, ILG8SF12V-T",8,0,8,8,0,0
SP-BLADE-14-12,Blade Replacement For ILG8G14-12T,0,0,0,0,0,0
SP-BLADE-14-15,Blade Replacement For ILG8E14-15,3,0,3,3,0,0
SP-BLADE-14VT,Blade Replacement For 14 Inches Shutter Fan ILG8SF14V-T,0,0,0,0,0,0
SP-BLADE-16V,"Blade Replacement For 16 Inches Shutter Fan ILG8SF16V, ILG8SF16VC, ILG8SF16V-T",8,0,8,8,0,0
SP-BLADE-18-15,Blade Replacement For ILG8E18-15,4,0,4,4,0,0
SP-BLADE-18S,"Blade Replacement For 18"" Shutter Fan : ILG8SF18S",10,0,10,10,0,0
SP-BLADE-18V,"Blade Replacement For 18 Inches Shutter Fans : ILG8SF18V, ILG8SF18VC",0,0,0,0,0,0
SP-BLADE-20-15,Blade Replacement For ILG8E20-15,2,0,2,2,0,0
SP-BLADE-20V,"Blade Replacement For 20 Inches Shutter Fan ILG8SF20V, ILG8SF20VC, ILG8SF20V-T",11,0,11,11,0,0
SP-BLADE-24V,"Blade Replacement For 24 Inches Shutter Fan ILG8SF24V, ILG8SF24VC, ILG8SF24V-T",1,0,1,1,0,0
SP-BLADE-30-72,Fan Blade Replacement For ILG8P30-72,0,0,0,0,0,0
SP-BLADE-30-83,Fan Blade Replacement For ILG8MF30-83,1,0,1,1,0,0
SP-BLADE-30M,Blade Replacement For ILG8P30M,0,0,0,0,0,0
SP-BLADE-30VT_S,"Blade Replacement For 30 Inches Shutter Fan ILG8SF30S, ILG8SF30V-T",16,0,16,16,0,0
SP-BLADE-31-93,Fan Blade Replacement For ILG8P31-93,0,0,0,0,0,0
SP-BLADE-36S,Blade Replacement For 36 Inches Shutter Fan ILG8SF36S,6,0,6,6,0,0
SP-BLADE-910,"DR-910F, DR-910M  Fan Blade",3,0,3,3,0,0
SP-BLADE-975,DR-975 Fan Blade,20,0,20,20,0,0
SP-BLADE-988,DR-988 Fan Blade,2,0,2,2,0,0
SP-BLADE-F20,Blade Replacement For ILG8F20,3,0,3,3,0,0
SP-BLADE-F21,Blade Replacement For ILG8F21,0,0,0,0,0,0
SP-BLADE-OSC18,Fan Blade for ILG8EOSC18,0,0,0,0,0,0
SP-BLADE-OSC20,Fan Blade for ILG8EOSC20,0,0,0,0,0,0
SP-BLADEHOLD-52B,Blade Holder for ILG8CF52B,0,0,0,0,0,0
SP-BLKWIRE-910-975,"Internal Black Wire for heating coil on DR-975 and DR-910 , 10 AWG",0,0,0,0,0,0
SP-BPB-908W,DR-908W  Back Power Board,0,0,0,0,0,0
SP-BPB-910,"DR-910F, DR-910M Back Power Board  (Old Version)",68,0,68,68,0,0
SP-BPB-910-V21,"DR-910F, DR-910M Back Power Board  (New Version)",20,0,20,20,0,0
SP-BPB-968H,Back power board for DR-968H,116,0,116,116,0,0
SP-BPB-975,DR-975  Back Power Board  (Old Version),98,0,98,98,0,0
SP-BPB-975-V21,DR-975  Back Power Board  (V21 Version),43,0,43,43,0,0
SP-BPB-975-V22,DR-975  Back Power Board  (V22 Version),21,0,21,21,0,0
SP-BPB-978,DR-978  Back Power Board,89,0,89,89,0,0
SP-BPB-i3,Back Circuit Board  for i3 scooter,20,0,20,20,0,0
SP-Bracket,DR-238 patio heater bracket,0,0,0,0,0,0
SP-BRACKET-18-15,Mounting U-Bracket for ILG8E18-15,0,0,0,0,0,0
SP-BRKT-301,"Angle Adjustment Bracket for ILG8SF301, ILG8SF301A",25,0,25,25,0,0
SP-BRKT-OSC18,Wall Mounting Bracket with Bolt & Nut for ILG8EOSC18,0,0,0,0,0,0
SP-BRKTBASE-OSC18,Bracket base with Knob for ILG8EOSC18,0,0,0,0,0,0
SP-BUSSBAR-975-910,Bussbars for DR-975 and 910,3,0,3,3,0,0
SP-C702-BASE,"Standing-Base for Crutches  ILG8C702BLK , ILG8C702SLV",0,0,0,0,0,0
SP-CART-16EX,"Cart replacement for ILG8EF16EX , including 4 wheels and 3 side-knob",0,0,0,0,0,0
SP-CAST,"Caster wheel for DR-968, DR-968H, DR-998, DR-999, ILG-918",345,0,345,345,0,0
SP-CB-1400HP,Control Board for DR-1400HP,0,0,0,0,0,0
SP-CB-24-70,Circuit Board for ILG8M24-70EC,20,0,20,20,0,0
SP-CB-650HP,Control Board for DR-650HP,0,0,0,0,0,0
SP-CB-900HP,Control Board for DR-900HP,0,0,0,0,0,0
SP-CB-MK8088,Circuit Board for Massage Chair MK-8088,0,0,0,0,0,0
SP-CB-MK9132,Circuit Board for Massage Chair MK-9132,0,0,0,0,0,0
SP-CB-MK9179,Circuit Board for Massage Chair MK-9179,0,0,0,0,0,0
SP-CB-MK9189,Circuit Board for Massage Chair MK-9189,0,0,0,0,0,0
SP-CB-MK9200,Circuit Board for Massage Chair MK-9200,0,0,0,0,0,0
SP-CB-MK9300,Circuit Board for Massage Chair MK-9300,0,0,0,0,0,0
SP-CB-MK9688,Circuit Board for Massage Chair MK-9688,0,0,0,0,0,0
SP-CB989-BASKET,Basket for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-BASKETACCS,Basket Accessories for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-BATTCONVT,Battery Converter for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-CHARGER,Charger for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-CLAMPACCS,Seat Post Clamp Accessories for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-DERAILLEUR,Derailleur for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-DISPLAY,Display for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-FENDER,Fender for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-FNTBREAK,Front Break for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-FNTFORK,Front Fork for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-FNTLIGHT,Front Light for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-FNTWHEEL,Front Wheel for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-FOOTSTAND,Foot Stand (Pedal Accessories) for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-FORKACCS,Fork Accessories for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-FTSTDFRAME,Foot Stand Frame (Pedal Part) for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-HANGER,Hanger for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-KICKSTAND,Kickstand for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-PEDAL-L,Pedal (Left side) for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-PEDAL-R,Pedal (Right side) for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-PROT-NETTY,Protector Netty for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-REARBREAK,Rear Break for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-REARCARR,Rear Carrier (with 4 frame cotton) for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-REARLIGHT,Rear Light for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-REARLIGHTWIRE,Rear Light Wire for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-REARWHEEL,Rear Wheel for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-SADDLE,Saddle (Seat) for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-SEATCLAMP,Seat Post Clamp for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-SEATPOST,Seat Post for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-SHIFTER,Shifter for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-SWITCH,Switch for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-THROTTLE,Throttle for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-THROTTLEWIRE,Throttle Wire for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-TIRE,Tire for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-TIRETUBE,Tire Tube for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-TURN-L,Left Turn Light for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-TURN-R,Right Turn Light for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CB989-WIRE,Wire (Waterproof) for ILG-CB989 Cargo Bike,0,0,0,0,0,0
SP-CFMotor-B,"Motor for ILG8CF52 and 56, Black",0,0,0,0,0,0
SP-CHAIN-ILG8E,"Chain-Only (Universal) for ILG8E14-15 , ILG18E-15, ILG8E20-15",0,0,0,0,0,0
SP-CHARGER-RX,"Charger (Adapter) for ILG8RX12 , ILG8RX18",33,0,33,33,0,0
SP-CHGFUSE-I3-V8,Charging Port Fuse for Scooter i3 & V8,55,0,55,55,0,0
SP-CNTRL-30-75DC,Controller replacement for ILG8M30-75DC,0,0,0,0,0,0
SP-CNTRL-36-90DC,Controller replacement for ILG8M36-90DC,0,0,0,0,0,0
SP-CNTRLBOX-14-12T,Control Box for  ILG8G14-12T,0,0,0,0,0,0
SP-CNTRLBOX-SFRC,Control Box Replacement for ILG8SFRC,30,0,30,30,0,0
SP-CNTRLBOX-VDC,"Control Box replacement for ILG8SF12V-DC, ILG8SF14V-DC, ILG8SF16V-DC",19,0,19,19,0,0
SP-COUPLING-30-72,#2 - Coupling for ILG8P-30-72,0,0,0,0,0,0
SP-CTRL-255,ILG-255A Joystick Controller  (Old Version),0,0,0,0,0,0
SP-CTRL-255A,ILG-255A Joystick Controller  (New Version),0,0,0,0,0,0
SP-DOWNROD-12,"12 Inches long Downrod for ILG8HVLS78, ILG8HVLS102, ILG8HVLS120",0,0,0,0,0,0
SP-DRPS-FILTER,"1 set of 2 pcs, Filter for Salamander Heater  DR-PS11024, DR-PS11524",133,0,133,133,0,0
SP-DRPS-WHEEL,"Wheel for Salamander Heater  DR-PS11024, DR-PS11524",0,0,0,0,0,0
SP-ELEMENT-PTC,PTC heating element for all Wooden space heater,0,0,0,0,0,0
SP-EXFAN-WHEEL,Straight direction Wheel for Explosion Proof Fan series,0,0,0,0,0,0
SP-EXFAN-WHEEL360,360 degren Wheel for Explosion Proof Fan series,0,0,0,0,0,0
SP-FAN-MO-910,"DR-910F, DR-910M Fan Motor",0,0,0,0,0,0
SP-FAN-MO-975,DR-975 Fan Motor,4,0,4,4,0,0
SP-FAN-MO-988,DR-988  Fan Motor  (Version 1),4,0,4,4,0,0
SP-FANCNTRL-218,Fan Control for DR-218-1500W,86,0,86,86,0,0
SP-FANCNTRL-218-3K,Fan Control for DR-218-3000W,98,0,98,98,0,0
SP-FANCNTRLR-72-430,Fan Controller for Mobile Fan  ILG8MF72-430,2,0,2,2,0,0
SP-FANMOTOR-900HP,Fan Motor for DR-900HP,0,0,0,0,0,0
SP-FANSELECT-218,Fan and heat selection switch for DR-218-1500W,13,0,13,13,0,0
SP-FCB-368,Front Control Board for DR-368,151,0,151,151,0,0
SP-FCB-908W,DR-908W  Front Control Board,3,0,3,3,0,0
SP-FCB-910,"DR-910, DR-910M Front Controller Board  (Old Version)",75,0,75,75,0,0
SP-FCB-910-V21,"DR-910, DR-910M Front Controller Board  (New Version)",15,0,15,15,0,0
SP-FCB-968H,Front control board DR-968H,107,0,107,107,0,0
SP-FCB-975,DR-975  Front Controller Board  (Old Version),81,0,81,81,0,0
SP-FCB-975-V21,DR-975  Front Controller Board  (V21 Version),35,0,35,35,0,0
SP-FCB-975-V22,DR-975  Front Controller Board  (V22 Version),13,0,13,13,0,0
SP-FCB-978,DR-978  Front Control Board,123,0,123,123,0,0
SP-FCB-i3,Front (Dash) Circuit Board for i3 scooter,10,0,10,10,0,0
SP-FLTPLATE-1100HP,Power Filter Plate for DR-1100HP,0,0,0,0,0,0
SP-FLTPLATE-1400HP,Power Filter Plate for DR-1400HP,0,0,0,0,0,0
SP-FLTPLATE-900HP,Power Filter Plate for DR-900HP,0,0,0,0,0,0
SP-FNT-GRI-OSC20,Front Grille for ILG8EOSC20,0,0,0,0,0,0
SP-FRAME-DR122X4,Replacement Frame for Bedbug Heater DR-122X4,0,0,0,0,0,0
SP-FRSKT-918,Front Sticker for ILG-918,129,0,129,129,0,0
SP-FRSKT-968,Front Sticker for DR-968,891,0,891,891,0,0
SP-FRSKT-968H,Front Sticker for DR-968H,926,0,926,926,0,0
SP-FRSKT-998,Front Sticker for DR-998,348,0,348,348,0,0
SP-FUSE-910F,Overheat Protection Fuse For DR-910F,33,0,33,33,0,0
SP-GRILLE-16EX-BCK,"Rear Grille (Fan Guard) for ILG8EF16EX , Intake",0,0,0,0,0,0
SP-GRILLE-16EX-FNT,"Front Grille (Fan Guard) for ILG8EF16EX , Outtake",0,0,0,0,0,0
SP-GRILLE-18-15-BCK,Rear Grille (Fan Guard)  for ILG8E18-15,18,0,18,18,0,0
SP-GRILLE-18-15-FNT,Front Grille (Fan Guard)  for ILG8E18-15,5,0,5,5,0,0
SP-GRILLE-20-15-BCK,Rear Grille (Fan Guard)  for ILG8E20-15,0,0,0,0,0,0
SP-GRILLE-20-15-FNT,Front Grille (Fan Guard)  for ILG8E20-15,0,0,0,0,0,0
SP-GRILLE-F20-BCK,Rear Grille (Fan Guard)  for ILG8F20,0,0,0,0,0,0
SP-GRILLE-F20-FNT,Front Grille (Fan Guard)  for ILG8F20,0,0,0,0,0,0
SP-GRILLE-F21-BCK,Rear Grille (Fan Guard)  for ILG8F21,0,0,0,0,0,0
SP-GRILLE-F21-FNT,Front Grille (Fan Guard)  for ILG8F21,0,0,0,0,0,0
SP-HDL-72-430,"Handle for Mobile Fan ILG8MF72-430 , A set of 4 pcs",0,0,0,0,0,0
SP-HEATER-122,"Heater for DR-122, DR122X4",198,0,198,198,0,0
SP-HEATERHANDLE-U,"Heater Handle of DR-966, DR-975, U-Shape",0,0,0,0,0,0
SP-HT-COIL-910,"DR-910F, DR910M Heating coil",20,0,20,20,0,0
SP-HT-COIL-966,DR-966 Heating Coil,0,0,0,0,0,0
SP-HT-COIL-975,DR-975 Heating Coil,0,0,0,0,0,0
SP-HT-COIL-988,DR-988 Heating Element,13,0,13,13,0,0
SP-HUM,"Dr-968H, DR-998 Humidifier",105,0,105,105,0,0
SP-HUM-BOTTLE,Water bottle for humidifier,136,0,136,136,0,0
SP-HUM-BTCON,Humidifier bottle connector,112,0,112,112,0,0
SP-HUM-PCB,Humidifier PCB,17,0,17,17,0,0
SP-HUM-SENSOR,Humidity Sensor for iLiving Bathroom Exhaust Fans,14,0,14,14,0,0
SP-HUMTRANS,"Humidifier Transformer Replacement, for DR-968H, DR-998, DR-998W",12,0,12,12,0,0
SP-HVLS-H13,"Remote Control for HVLS Ceiling Fans : ILG8HVLS72, ILG8HVLS88, ILG8HVLS96, ILG8HVLS108",0,0,0,0,0,0
SP-HVLS-RMT-78,"Remote Control for HVLS Ceiling Fans : ILG8HVLS78, ILG8HVLS102, ILG8HVLS120",150,0,150,150,0,0
SP-HVLS072-8,Fan Blade for ILG8HVLS72,0,0,0,0,0,0
SP-HVLS088-8,Fan Blade for ILG8HVLS88,0,0,0,0,0,0
SP-HVLS096-6,"Motor for ILG8HVLS72, ILG8HVLS88, ILG8HVLS96",0,0,0,0,0,0
SP-HVLS096-8,Fan Blade for ILG8HVLS96,0,0,0,0,0,0
SP-HVLS102-BLADE,Fan Blade for ILG8HVLS102  (Black),0,0,0,0,0,0
SP-HVLS102-MOTOR,Motor for ILG8HVLS102  (Black),0,0,0,0,0,0
SP-HVLS108-6,Motor for ILG8HVLS108,0,0,0,0,0,0
SP-HVLS108-7,Fan Blade Holder for ILG8HVLS108,0,0,0,0,0,0
SP-HVLS108-8,Fan Blade for ILG8HVLS108,0,0,0,0,0,0
SP-HVLS120-BLADE,Fan Blade for ILG8HVLS120  (Black),0,0,0,0,0,0
SP-HVLS120-MOTOR,Motor for ILG8HVLS120  (Black),0,0,0,0,0,0
SP-HVLS78-BLADE,Fan Blade for ILG8HVLS78  (Black),0,0,0,0,0,0
SP-HVLS78-MOTOR,Motor for ILG8HVLS78  (Black),0,0,0,0,0,0
SP-I3-AXLE,Axle for i3 scooter  (for front wheel),0,0,0,0,0,0
SP-I3-BATT-SW,Battery Switch (back) for i3 scooter,73,0,73,73,0,0
SP-I3-BATTDASH,Battery Dashboard for i3 Scooter,150,0,150,150,0,0
SP-I3-BCK-WHEEL,Back Wheel for i3 scooter,22,0,22,22,0,0
SP-I3-BREAKLIGHT,Break Light for i3 scooter,59,0,59,59,0,0
SP-I3-BU-BCK-BUMP,Back Bumper for i3 Scooter (Blue),39,0,39,39,0,0
SP-I3-BU-BCK-STEPBD,Back Step Board for i3 scooter (Blue),26,0,26,26,0,0
SP-I3-BU-DASH-BTM,"Bottom Cover of Dashboard of i3 Scooter, Blue",20,0,20,20,0,0
SP-I3-BU-DASH-TOP,"Top Cover of Dashboard of i3 Scooter, Blue",0,0,0,0,0,0
SP-I3-BU-DASHCVR,"Full set of Covers of Dashboard of i3 Scooter, Blue",0,0,0,0,0,0
SP-I3-BU-FNT-BUMP,Front Bumper for i3 Scooter (Blue),20,0,20,20,0,0
SP-I3-BU-FNT-STEPBD,Front Step Board for i3 scooter (Blue),39,0,39,39,0,0
SP-I3-CBFUSE,Circuit Board Fuse for i3 Scooter,19,0,19,19,0,0
SP-I3-CHRG-PORT,Charging Port (back) for i3 scooter,95,0,95,95,0,0
SP-I3-CNTRLKNOB,Speed Controller Knob for i3 or V8 Scooter,61,0,61,61,0,0
SP-I3-COMPRT-COVER,Storage Compartment Cover for i3 scooter,0,0,0,0,0,0
SP-I3-FLOORBD-PULL,Floorboard Pull Handle for i3 scooter,4,0,4,4,0,0
SP-I3-FNT-FRAME,Main Front Frame for i3 scooter,10,0,10,10,0,0
SP-I3-FNT-WHEEL,Front Wheel for i3 scooter,31,0,31,31,0,0
SP-I3-FOLD-RELEASE,Release handle for i3 foldable,9,0,9,9,0,0
SP-I3-HANDLE-PAD,Handle Pad for i3 & V8 scooters,59,0,59,59,0,0
SP-i3-HANGER,i3 STAINLESS STEEL HANGER,0,0,0,0,0,0
SP-I3-HORN,Horn Button for i3 scooter,45,0,45,45,0,0
SP-I3-LED-BACK,Back LED Light for i3 scooter,71,0,71,71,0,0
SP-I3-LED-FRONT,Front LED Light for i3 Scooter,83,0,83,83,0,0
SP-I3-LEVER,Release Lever for i3 scooter,31,0,31,31,0,0
SP-I3-MAINCABLE,i3 scooter Main Harness Cable,74,0,74,74,0,0
SP-i3-MAINCB,Main Control Board / Controller for i3 scooter,2,0,2,2,0,0
SP-I3-MOTOR,Motor for i3 scooter,1,0,1,1,0,0
SP-I3-MOTORBASE,Base holder for i3 motor,10,0,10,10,0,0
SP-I3-R-BCK-BUMP,Back Bumper for i3 Scooter (Burgundy),24,0,24,24,0,0
SP-I3-R-BCK-STEPBD,Back Step Board for i3 scooter (Burgundy),8,0,8,8,0,0
SP-I3-R-DASH-BTM,"Bottom Cover of Dashboard of i3 Scooter, Burgundy",9,0,9,9,0,0
SP-I3-R-DASH-TOP,"Top Cover of Dashboard of i3 Scooter, Burgundy",18,0,18,18,0,0
SP-I3-R-DASHCVR,"Full set of Covers of Dashboard of i3 Scooter, Burgundy",0,0,0,0,0,0
SP-I3-R-FNT-BUMP,Front Bumper for i3 Scooter (Burgundy),14,0,14,14,0,0
SP-I3-R-FNT-STEPBD,Front Step Board for i3 scooter (Burgundy),38,0,38,38,0,0
SP-I3-REFL-BACK,Reflector (Red) on Back Bumper for i3 scooter,47,0,47,47,0,0
SP-I3-REFL-FNT,Reflector (White) on Front Bumper for i3 scooter,48,0,48,48,0,0
SP-I3-SEAT-17,"17"" Seat Replacement for i3 scooter, V8 scooter",71,0,70,70,0,0
SP-i3-Seat-18,"Deluxe Seat 18"" for i3 scooter",32,0,32,32,0,0
SP-I3-SEAT-FRAME,Seat Frame for i3 scooter,6,0,6,6,0,0
